uid,i,signo,condicion,metricas_no_recuperadas,articulo_no_identificado,tipo,pmids,motivo_y_siguiente_paso
C00198,154,Reflejo aquíleo con fase de relajación lenta,Hipotiroidismo,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00199,155,Lentitud de los movimientos,Hipotiroidismo,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00200,156,Índice de Billewicz menor de -15 puntos,Hipotiroidismo,ln;vpp;vpn,False,ordinal,2585156,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00201,157,Índice de Billewicz de -15 a +29 puntos,Hipotiroidismo,sp;ln;vpp;vpn,False,ordinal,2585156,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00202,158,Índice de Billewicz de +30 puntos o más,Hipotiroidismo,ln;vpp;vpn,False,ordinal,2585156,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00203,159,Frecuencia del pulso ≥90 latidos por minuto,Hipertiroidismo,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00204,160,Piel húmeda y caliente,Hipertiroidismo,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00205,161,Tiroides aumentada de tamaño (bocio),Hipertiroidismo,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00206,162,Retracción palpebral,Hipertiroidismo,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00207,163,Retraso palpebral al descender la mirada,Hipertiroidismo,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00208,164,Temblor fino de los dedos,Hipertiroidismo,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00209,165,Índice de Wayne menor de 11 puntos,Hipertiroidismo,ln;vpp;vpn,False,ordinal,4098778,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00210,166,Índice de Wayne de 11 a 19 puntos,Hipertiroidismo,sp;ln;vpp;vpn,False,ordinal,4098778,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00211,167,Índice de Wayne de 20 puntos o más,Hipertiroidismo,ln;vpp;vpn,False,ordinal,4098778,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00212,168,Rigidez de nuca,Signos meníngeos,vpp;vpn,False,hallazgo,12060874;20615607,Sin valor predictivo observado recuperado para esta población
C00213,169,Signo de Kernig,Signos meníngeos,vpp;vpn,False,hallazgo,12060874;20615607,Sin valor predictivo observado recuperado para esta población
C00214,170,Signo de Brudzinski,Signos meníngeos,vpp;vpn,False,hallazgo,12060874;20615607,Sin valor predictivo observado recuperado para esta población
C00215,171,"Rigidez de nuca, para hemorragia intracraneal",Signos meníngeos,vpp;vpn,False,hallazgo,12190887;1855041;11744820,Sin valor predictivo observado recuperado para esta población
C00216,172,"Signo de Kernig o de Brudzinski, para hemorragia intracraneal",Signos meníngeos,vpp;vpn,False,hallazgo,12190887,Sin valor predictivo observado recuperado para esta población
C00217,173,Sexo masculino,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291;11039082;6871622,Sin valor predictivo observado recuperado para esta población
C00218,174,Edad de 40 años o más,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291;11039082;6871622;2593667;7382513,Sin valor predictivo observado recuperado para esta población
C00219,175,Pérdida de peso,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291;11039082,Sin valor predictivo observado recuperado para esta población
C00220,176,Fiebre,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291;11039082,Sin valor predictivo observado recuperado para esta población
C00221,177,Adenopatía de cabeza y cuello (excluida la supraclavicular),Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291;11039082;12569376;6871622;7382513;6412660,Sin valor predictivo observado recuperado para esta población
C00226,178,Linfadenopatía generalizada (dos o más regiones ganglionares),Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,12569376;6871622,Sin valor predictivo observado recuperado para esta población
C00227,179,Ganglio de superficie menor de 4 cm² (producto de sus dos diámetros),Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,ln;vpp;vpn,False,ordinal,14663291;11039082,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00228,180,Ganglio de superficie de 4 a 8.99 cm² (producto de sus dos diámetros),Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,sp;ln;vpp;vpn,False,ordinal,14663291;11039082,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00229,181,Ganglio de superficie de 9 cm² o más (equivalente a 3 × 3 cm o mayor),Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,ln;vpp;vpn,False,ordinal,14663291;11039082,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00230,182,Consistencia dura (pétrea) del ganglio,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291;11039082,Sin valor predictivo observado recuperado para esta población
C00231,183,Dolor a la palpación del ganglio,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291;11039082,Sin valor predictivo observado recuperado para esta población
C00232,184,Ganglios fijos (adheridos a planos profundos o entre sí),Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291,Sin valor predictivo observado recuperado para esta población
C00233,185,Exantema (erupción cutánea),Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,11039082,Sin valor predictivo observado recuperado para esta población
C00234,186,Bazo palpable,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291;11039082,Sin valor predictivo observado recuperado para esta población
C00235,187,Hígado palpable,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,11039082,Sin valor predictivo observado recuperado para esta población
C00236,188,Puntaje ganglionar (lymph node score) de −3 o menos,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,ln;vpp;vpn,False,ordinal,14663291;11039082,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00237,189,Puntaje ganglionar (lymph node score) de −2 a −1,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,sp;ln;vpp;vpn,False,ordinal,14663291;11039082,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00238,190,Puntaje ganglionar (lymph node score) de 0 a 4,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,sp;ln;vpp;vpn,False,ordinal,14663291;11039082,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00239,191,Puntaje ganglionar (lymph node score) de 5 a 6,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,sp;ln;vpp;vpn,False,ordinal,14663291;11039082,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00240,192,Puntaje ganglionar (lymph node score) de 7 o más,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,ln;vpp;vpn,False,ordinal,14663291;11039082,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00241,193,Acropaquia (dedos en palillo de tambor),Hipoxemia (pO2 ≤88 mmHg) en fibrosis quística,vpp;vpn,False,hallazgo,11948977,Sin valor predictivo observado recuperado para esta población
C00242,194,Acropaquia (dedos en palillo de tambor),Hipoxemia (pO2 ≤88 mmHg) en fibrosis quística,vpp;vpn,False,hallazgo,18952617,Sin valor predictivo observado recuperado para esta población
C00243,195,Acropaquia (dedos en palillo de tambor),Hipoxemia (pO2 ≤88 mmHg) en fibrosis quística,vpp;vpn,False,hallazgo,16610006;11434610;17392034,Sin valor predictivo observado recuperado para esta población
C00244,196,Tórax en tonel,Enfermedad pulmonar obstructiva crónica,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00245,197,Relación de diámetros torácicos anteroposterior/lateral ≥0.9,Enfermedad pulmonar obstructiva crónica,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00246,198,Respiración con labios fruncidos,Enfermedad pulmonar obstructiva crónica,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00247,199,Uso de músculos accesorios: escalenos y esternocleidomastoideo,Enfermedad pulmonar obstructiva crónica,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00249,200,Uso de músculos accesorios de la respiración,Enfermedad pulmonar obstructiva crónica,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00250,201,Expansión torácica asimétrica a la palpación,Derrame pleural,vpp;vpn,False,hallazgo,6699126,Sin valor predictivo observado recuperado para esta población
C00251,202,Expansión torácica asimétrica a la palpación,Derrame pleural,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00252,203,Movimientos asimétricos de la pared torácica después de la intubación,Derrame pleural,vpp;vpn,False,hallazgo,2509149,Sin valor predictivo observado recuperado para esta población
C00253,204,Disminución del frémito táctil (vocal),Derrame pleural,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00254,205,Dolor a la palpación de la pared torácica,Derrame pleural,vpp;vpn,False,hallazgo,2642673,Sin valor predictivo observado recuperado para esta población
C00255,206,Dolor a la palpación de la pared torácica,Derrame pleural,vpp;vpn,False,hallazgo,15684025,Sin valor predictivo observado recuperado para esta población
C00256,207,Dolor a la palpación de la pared torácica,Derrame pleural,vpp;vpn,False,hallazgo,9326987;2717982;11376829;18558276,Sin valor predictivo observado recuperado para esta población
C00257,208,Dolor a la palpación de la pared torácica,Derrame pleural,vpp;vpn,False,hallazgo,2648786;3945181,Sin valor predictivo observado recuperado para esta población
C00258,209,Matidez a la percusión,Cualquier anormalidad en la radiografía de tórax,vpp;vpn,False,hallazgo,6699126;2221647;2745948,Sin valor predictivo observado recuperado para esta población
C00259,210,Matidez a la percusión,Cualquier anormalidad en la radiografía de tórax,vpp;vpn,False,hallazgo,2753659;3797828,Sin valor predictivo observado recuperado para esta población
C00260,211,Matidez a la percusión,Cualquier anormalidad en la radiografía de tórax,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00261,212,Hipersonoridad a la percusión,Cualquier anormalidad en la radiografía de tórax,vpp;vpn,False,hallazgo,8430714,Sin valor predictivo observado recuperado para esta población
C00262,213,Excursión diafragmática menor de 2 cm a la percusión,Cualquier anormalidad en la radiografía de tórax,vpp;vpn,False,hallazgo,8430714,Sin valor predictivo observado recuperado para esta población
C00263,214,Matidez anormal en la percusión auscultatoria,Cualquier anormalidad en la radiografía de tórax,vpp;vpn,False,hallazgo,2753659;3797828,Sin valor predictivo observado recuperado para esta población
